y,d,s,c,g,e1n,e1r,e2n,e2r,e3n,e3r,e4n,e4r,e5n,e5r,m1n,m1r,m2n,m2r,m3n,m3r,m4n,m4r,m5n,m5r,s1n,s1r,s2n,s2r,s3n,s3r,s4n,s4r,s5n,s5r,sc1n,sc1r,sc2n,sc2r,sc3n,sc3r,sc4n,sc4r,sc5n,sc5r,epn,epr,spn,spr,mpn,mpr,scpn,scpr
1819,58,0106,Total Students,Total,47,15.8,70,23.6,99,33.3,59,19.9,22,7.4,51,17.2,39,13.1,66,22.2,67,22.6,74,24.9,1,1.8,2,3.5,8,14,13,22.8,33,57.9,10,9.7,39,37.9,35,34,15,14.6,4,3.9,180,60.6,54,94.7,207,69.7,54,52.4
1819,58,0110,Total Students,Total,18,11.7,37,24,48,31.2,34,22.1,17,11,14,9.2,22,14.4,57,37.3,34,22.2,26,17,3,6.3,4,8.3,8,16.7,12,25,21,43.8,4,7.7,16,30.8,13,25,13,25,6,11.5,99,64.3,41,85.4,117,76.5,32,61.5
1819,58,0111,Total Students,Total,102,14.9,153,22.3,198,28.9,157,22.9,75,10.9,57,8.3,99,14.5,187,27.3,211,30.8,131,19.1,8,3.4,22,9.4,36,15.5,51,21.9,116,49.8,13,5.3,57,23.5,85,35,57,23.5,31,12.8,430,62.8,203,87.1,529,77.2,173,71.2
1819,58,0113,Total Students,Total,20,12.3,32,19.8,46,28.4,50,30.9,14,8.6,17,10.5,26,16,50,30.9,43,26.5,26,16,0,0,2,6.7,8,26.7,8,26.7,12,40,11,22.4,8,16.3,16,32.7,9,18.4,5,10.2,110,67.9,28,93.3,119,73.5,30,61.2
1819,58,0117,Total Students,Total,25,9.7,74,28.8,84,32.7,56,21.8,18,7,24,9.3,46,17.8,82,31.7,68,26.3,39,15.1,1,1.5,10,15.4,22,33.8,16,24.6,16,24.6,7,10.1,27,39.1,20,29,5,7.2,10,14.5,158,61.5,54,83.1,189,73,35,50.7
1819,58,0121,Total Students,Total,27,10.1,38,14.2,94,35.1,78,29.1,31,11.6,27,10.1,27,10.1,70,26.1,87,32.5,57,21.3,*,*,*,*,*,*,*,*,*,*,10,10.4,17,17.7,33,34.4,23,24,13,13.5,203,75.7,*,*,214,79.9,69,71.9
1819,58,0131,Total Students,Total,22,6.5,70,20.8,109,32.3,97,28.8,39,11.6,31,9.3,36,10.7,89,26.6,95,28.4,84,25.1,*,*,*,*,*,*,*,*,*,*,9,8,26,23.2,37,33,18,16.1,22,19.6,245,72.7,*,*,268,80,77,68.8
1819,58,0141,Total Students,Total,121,18.3,157,23.7,165,24.9,144,21.8,75,11.3,88,13.3,101,15.3,184,27.8,167,25.3,121,18.3,11,5.6,22,11.2,55,27.9,45,22.8,64,32.5,27,13.7,49,24.9,59,29.9,36,18.3,26,13.2,384,58,164,83.2,472,71.4,121,61.4
1819,58,0171,Total Students,Total,23,6.3,51,13.9,108,29.4,111,30.2,74,20.2,13,3.6,36,9.8,101,27.6,81,22.1,135,36.9,*,*,*,*,*,*,*,*,*,*,10,8.3,21,17.4,40,33.1,22,18.2,28,23.1,293,79.8,*,*,317,86.6,90,74.4
1819,58,0181,Total Students,Total,160,13.4,217,18.1,241,20.1,363,30.3,217,18.1,172,20,99,11.5,268,31.2,157,18.3,162,18.9,29,7.1,60,14.7,119,29.1,100,24.4,101,24.7,32,4.7,116,16.9,242,35.3,99,14.4,197,28.7,821,68.5,320,78.2,587,68.4,538,78.4
1819,58,0191,Total Students,Total,17,4.9,40,11.6,101,29.4,119,34.6,67,19.5,20,5.8,20,5.8,78,22.7,113,32.9,112,32.7,*,*,*,*,*,*,*,*,*,*,10,8.1,16,13,44,35.8,26,21.1,27,22,287,83.4,*,*,303,88.3,97,78.9
1819,58,0201,Total Students,Total,82,22.8,106,29.5,90,25.1,63,17.5,18,5,89,25.1,77,21.7,94,26.5,68,19.2,27,7.6,*,*,*,*,*,*,*,*,*,*,22,20.6,31,29,24,22.4,20,18.7,10,9.3,171,47.6,*,*,189,53.2,54,50.5
1819,58,0211,Total Students,Total,11,4.1,41,15.2,95,35.2,82,30.4,41,15.2,14,5.2,29,10.8,49,18.3,104,38.8,72,26.9,*,*,*,*,*,*,*,*,*,*,2,2,13,12.9,36,35.6,27,26.7,23,22.8,218,80.7,*,*,225,84,86,85.1
1819,58,0221,Total Students,Total,121,11.2,232,21.4,267,24.7,323,29.9,139,12.8,125,15.7,101,12.7,309,38.8,165,20.7,96,12.1,12,3.2,34,9.2,99,26.7,92,24.8,134,36.1,17,3,82,14.6,215,38.3,91,16.2,156,27.8,729,67.4,325,87.6,570,71.6,462,82.4
1819,58,0261,Total Students,Total,62,21,73,24.7,88,29.8,55,18.6,17,5.8,58,19.8,55,18.8,79,27,64,21.8,37,12.6,*,*,*,*,*,*,*,*,*,*,27,29.3,24,26.1,25,27.2,6,6.5,10,10.9,160,54.2,*,*,180,61.4,41,44.6
1819,58,0271,Total Students,Total,26,8.7,49,16.3,103,34.3,67,22.3,55,18.3,35,11.6,48,15.8,78,25.7,68,22.4,74,24.4,*,*,*,*,*,*,*,*,*,*,10,9.1,20,18.2,33,30,26,23.6,21,19.1,225,75,*,*,220,72.6,80,72.7
1819,58,0291,Total Students,Total,56,25.8,69,31.8,46,21.2,32,14.7,14,6.5,72,33.5,38,17.7,49,22.8,43,20,13,6,*,*,*,*,*,*,*,*,*,*,23,31.5,23,31.5,10,13.7,12,16.4,5,6.8,92,42.4,*,*,105,48.8,27,37
1819,58,0293,Total Students,Total,38,35.5,41,38.3,16,15,12,11.2,0,0,45,40.2,39,34.8,22,19.6,5,4.5,1,0.9,2,12.5,6,37.5,6,37.5,2,12.5,0,0,12,29.3,18,43.9,9,22,2,4.9,0,0,28,26.2,8,50,28,25,11,26.8
1819,58,0301,Total Students,Total,22,4.1,63,11.8,132,24.7,199,37.2,119,22.2,14,2.6,29,5.4,118,22.1,202,37.8,171,32,*,*,*,*,*,*,*,*,*,*,8,4.8,31,18.5,48,28.6,41,24.4,40,23.8,450,84.1,*,*,491,91.9,129,76.8
1819,58,0381,Total Students,Total,36,13,77,27.9,85,30.8,57,20.7,21,7.6,50,18.2,57,20.7,74,26.9,63,22.9,31,11.3,*,*,*,*,*,*,*,*,*,*,17,17.7,26,27.1,30,31.3,12,12.5,11,11.5,163,59.1,*,*,168,61.1,53,55.2
1819,58,0451,Total Students,Total,117,16,171,23.4,209,28.6,149,20.4,84,11.5,70,9.6,117,16.1,183,25.2,171,23.5,186,25.6,12,5.1,18,7.6,45,19.1,68,28.8,93,39.4,27,11.2,64,26.6,71,29.5,44,18.3,35,14.5,442,60.5,206,87.3,540,74.3,150,62.2
1819,58,0461,Total Students,Total,48,14.5,101,30.5,93,28.1,65,19.6,24,7.3,59,17.8,68,20.5,91,27.5,78,23.6,35,10.6,*,*,*,*,*,*,*,*,*,*,20,15.9,27,21.4,44,34.9,21,16.7,14,11.1,182,55,*,*,204,61.6,79,62.7
1819,58,0471,Total Students,Total,15,5.1,45,15.3,81,27.5,100,33.9,54,18.3,9,3.1,25,8.5,69,23.4,74,25.1,118,40,*,*,*,*,*,*,*,*,*,*,7,7,12,12,26,26,29,29,26,26,235,79.7,*,*,261,88.5,81,81
1819,58,0491,Total Students,Total,24,6.3,60,15.9,109,28.8,125,33.1,60,15.9,36,9.5,38,10,106,27.9,113,29.7,87,22.9,*,*,*,*,*,*,*,*,*,*,6,4.5,31,23.3,48,36.1,18,13.5,30,22.6,294,77.8,*,*,306,80.5,96,72.2
1819,58,0501,Total Students,Total,83,33.1,71,28.3,66,26.3,28,11.2,3,1.2,96,38.7,56,22.6,64,25.8,27,10.9,5,2,*,*,*,*,*,*,*,*,*,*,29,39.2,25,33.8,16,21.6,4,5.4,0,0,97,38.6,*,*,96,38.7,20,27
1819,58,1211,Total Students,Total,86,10.4,153,18.6,210,25.5,236,28.7,138,16.8,85,10.3,77,9.3,184,22.3,250,30.3,228,27.7,2,1.4,3,2,35,23.8,29,19.7,78,53.1,23,8.2,65,23.2,85,30.4,53,18.9,54,19.3,584,71,142,96.6,662,80.3,192,68.6
1819,58,1231,Total Students,Total,14,4.1,69,20,116,33.6,102,29.6,44,12.8,35,10.2,46,13.4,98,28.5,111,32.3,54,15.7,*,*,*,*,*,*,*,*,*,*,10,8.5,26,22.2,44,37.6,20,17.1,17,14.5,262,75.9,*,*,263,76.5,81,69.2
1819,58,1241,Total Students,Total,35,10.3,73,21.4,121,35.5,81,23.8,31,9.1,42,12.2,45,13.1,97,28.3,107,31.2,52,15.2,*,*,*,*,*,*,*,*,*,*,17,13.1,29,22.3,34,26.2,28,21.5,22,16.9,233,68.3,*,*,256,74.6,84,64.6
1819,58,1251,Total Students,Total,187,17,289,26.2,239,21.7,255,23.2,131,11.9,235,27.3,142,16.5,296,34.4,122,14.2,66,7.7,47,9.7,89,18.4,152,31.4,109,22.5,87,18,48,9.1,109,20.6,215,40.6,69,13,89,16.8,625,56.8,348,71.9,484,56.2,373,70.4
1819,58,1261,Total Students,Total,156,19.7,175,22.1,218,27.5,163,20.6,80,10.1,130,16.4,135,17.1,210,26.5,181,22.9,135,17.1,18,7.3,41,16.6,72,29.1,58,23.5,58,23.5,40,15.4,73,28.2,78,30.1,41,15.8,27,10.4,461,58.2,188,76.1,526,66.5,146,56.4
1819,58,1271,Total Students,Total,29,8.8,68,20.5,92,27.8,91,27.5,51,15.4,39,11.8,44,13.3,75,22.7,100,30.3,72,21.8,*,*,*,*,*,*,*,*,*,*,11,9.8,20,17.9,31,27.7,32,28.6,18,16.1,234,70.7,*,*,247,74.8,81,72.3
1819,58,1282,Total Students,Total,14,4.2,62,18.4,101,30,117,34.7,43,12.8,25,7.4,46,13.6,82,24.3,122,36.1,63,18.6,*,*,*,*,*,*,*,*,*,*,15,11.3,23,17.3,41,30.8,33,24.8,21,15.8,261,77.4,*,*,267,79,95,71.4
1819,58,1291,Total Students,Total,156,17.6,201,22.7,218,24.6,218,24.6,94,10.6,144,16.3,165,18.6,234,26.4,185,20.9,158,17.8,17,6.1,24,8.7,70,25.3,65,23.5,101,36.5,40,14.3,94,33.6,61,21.8,38,13.6,47,16.8,530,59.8,236,85.2,577,65.1,146,52.1
1819,58,1341,Total Students,Total,40,10.3,112,28.8,118,30.3,84,21.6,35,9,35,9.1,54,14.1,112,29.2,106,27.7,76,19.8,*,*,*,*,*,*,*,*,*,*,15,10.1,40,27,50,33.8,24,16.2,19,12.8,237,60.9,*,*,294,76.8,93,62.8
1819,58,1391,Total Students,Total,3,1.1,28,10.1,75,27,105,37.8,67,24.1,11,5.3,19,9.2,83,40.3,63,30.6,30,14.6,0,0,8,6.6,15,12.4,36,29.8,62,51.2,1,0.7,4,2.8,29,20.3,33,23.1,76,53.1,247,88.8,113,93.4,176,85.4,138,96.5
1819,58,0000,Students with Disabilities,Subgroups,1639,40.3,1290,31.7,721,17.7,345,8.5,73,1.8,1463,37.7,891,22.9,914,23.5,468,12,148,3.8,137,20.2,177,26.1,189,27.9,93,13.7,81,12,451,33.5,462,34.3,297,22.1,88,6.5,48,3.6,1139,28,363,53.6,1530,39.4,433,32.2
1819,58,0012,Students with Disabilities,Subgroups,25,38.5,18,27.7,16,24.6,5,7.7,1,1.5,30,46.2,11,16.9,13,20,9,13.8,2,3.1,*,*,*,*,*,*,*,*,*,*,5,29.4,9,52.9,2,11.8,1,5.9,0,0,22,33.8,*,*,24,36.9,3,17.6
1819,58,0021,Students with Disabilities,Subgroups,0,0,0,0,1,3.6,10,35.7,17,60.7,0,0,0,0,0,0,3,13,20,87,*,*,*,*,*,*,*,*,*,*,0,0,0,0,1,10,2,20,7,70,28,100,*,*,23,100,10,100
1819,58,0031,Students with Disabilities,Subgroups,51,41.8,37,30.3,16,13.1,13,10.7,5,4.1,35,29.2,35,29.2,20,16.7,23,19.2,7,5.8,7,17.5,6,15,11,27.5,5,12.5,11,27.5,10,23.3,16,37.2,10,23.3,3,7,4,9.3,34,27.9,27,67.5,50,41.7,17,39.5
1819,58,0051,Students with Disabilities,Subgroups,73,52.5,38,27.3,19,13.7,9,6.5,0,0,67,58.3,19,16.5,28,24.3,0,0,1,0.9,9,22,9,22,10,24.4,6,14.6,7,17.1,22,34.9,22,34.9,17,27,1,1.6,1,1.6,28,20.1,23,56.1,29,25.2,19,30.2
1819,58,0071,Students with Disabilities,Subgroups,11,22.4,18,36.7,17,34.7,2,4.1,1,2,16,33.3,10,20.8,12,25,8,16.7,2,4.2,*,*,*,*,*,*,*,*,*,*,3,21.4,6,42.9,4,28.6,0,0,1,7.1,20,40.8,*,*,22,45.8,5,35.7
1819,58,0074,Students with Disabilities,Subgroups,64,44.8,50,35,22,15.4,6,4.2,1,0.7,62,45.3,34,24.8,33,24.1,5,3.6,3,2.2,7,14.6,19,39.6,9,18.8,8,16.7,5,10.4,22,35.5,29,46.8,9,14.5,1,1.6,1,1.6,29,20.3,22,45.8,41,29.9,11,17.7
1819,58,0081,Students with Disabilities,Subgroups,18,40,17,37.8,8,17.8,1,2.2,1,2.2,20,44.4,16,35.6,5,11.1,4,8.9,0,0,*,*,*,*,*,*,*,*,*,*,7,50,6,42.9,0,0,1,7.1,0,0,10,22.2,*,*,9,20,1,7.1
1819,58,0083,Students with Disabilities,Subgroups,29,29,37,37,20,20,9,9,5,5,19,19.2,33,33.3,28,28.3,10,10.1,9,9.1,2,5.6,7,19.4,15,41.7,5,13.9,7,19.4,6,16.7,21,58.3,4,11.1,2,5.6,3,8.3,34,34,27,75,47,47.5,9,25
1819,58,0084,Students with Disabilities,Subgroups,107,60.8,46,26.1,12,6.8,10,5.7,1,0.6,70,40.9,33,19.3,34,19.9,29,17,5,2.9,12,22.6,20,37.7,11,20.8,6,11.3,4,7.5,28,57.1,13,26.5,4,8.2,4,8.2,0,0,23,13.1,21,39.6,68,39.8,8,16.3
1819,58,0085,Students with Disabilities,Subgroups,50,47.6,32,30.5,16,15.2,7,6.7,0,0,52,61.9,19,22.6,11,13.1,2,2.4,0,0,4,17.4,6,26.1,9,39.1,2,8.7,2,8.7,6,14.3,17,40.5,18,42.9,1,2.4,0,0,23,21.9,13,56.5,13,15.5,19,45.2
1819,58,0090,Students with Disabilities,Subgroups,25,42.4,17,28.8,8,13.6,7,11.9,2,3.4,26,44.8,11,19,14,24.1,6,10.3,1,1.7,*,*,*,*,*,*,*,*,*,*,12,57.1,3,14.3,5,23.8,1,4.8,0,0,17,28.8,*,*,21,36.2,6,28.6
1819,58,0100,Students with Disabilities,Subgroups,10,25,15,37.5,9,22.5,6,15,0,0,11,27.5,11,27.5,11,27.5,5,12.5,2,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,15,37.5,*,*,18,45,*,*
1819,58,0101,Students with Disabilities,Subgroups,31,33,19,20.2,26,27.7,16,17,2,2.1,25,26.3,21,22.1,27,28.4,21,22.1,1,1.1,*,*,*,*,*,*,*,*,*,*,9,29,6,19.4,9,29,6,19.4,1,3.2,44,46.8,*,*,49,51.6,16,51.6
1819,58,0102,Students with Disabilities,Subgroups,13,40.6,10,31.3,6,18.8,3,9.4,0,0,9,28.1,8,25,8,25,6,18.8,1,3.1,1,6.7,1,6.7,5,33.3,4,26.7,4,26.7,6,42.9,5,35.7,2,14.3,1,7.1,0,0,9,28.1,13,86.7,15,46.9,3,21.4
1819,58,0103,Students with Disabilities,Subgroups,28,37.3,26,34.7,9,12,10,13.3,2,2.7,34,43,23,29.1,16,20.3,3,3.8,3,3.8,7,38.9,2,11.1,6,33.3,2,11.1,1,5.6,7,25.9,14,51.9,4,14.8,1,3.7,1,3.7,21,28,9,50,22,27.8,6,22.2
1819,58,0106,Students with Disabilities,Subgroups,26,48.1,16,29.6,10,18.5,2,3.7,0,0,24,44.4,12,22.2,10,18.5,7,13,1,1.9,*,*,*,*,*,*,*,*,*,*,5,31.3,4,25,6,37.5,0,0,1,6.3,12,22.2,*,*,18,33.3,7,43.8
1819,58,0110,Students with Disabilities,Subgroups,10,58.8,5,29.4,2,11.8,0,0,0,0,8,47.1,4,23.5,5,29.4,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,11.8,*,*,5,29.4,*,*
1819,58,0111,Students with Disabilities,Subgroups,51,32.5,59,37.6,34,21.7,12,7.6,1,0.6,38,24.1,45,28.5,47,29.7,27,17.1,1,0.6,5,14.3,12,34.3,9,25.7,8,22.9,1,2.9,7,17.5,14,35,15,37.5,3,7.5,1,2.5,47,29.9,18,51.4,75,47.5,19,47.5
1819,58,0113,Students with Disabilities,Subgroups,6,28.6,10,47.6,2,9.5,3,14.3,0,0,7,31.8,9,40.9,4,18.2,2,9.1,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,23.8,*,*,6,27.3,*,*
1819,58,0117,Students with Disabilities,Subgroups,14,45.2,10,32.3,6,19.4,1,3.2,0,0,12,37.5,8,25,7,21.9,3,9.4,2,6.3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7,22.6,*,*,12,37.5,*,*
1819,58,0121,Students with Disabilities,Subgroups,14,29.8,13,27.7,10,21.3,8,17,2,4.3,18,37.5,8,16.7,13,27.1,8,16.7,1,2.1,*,*,*,*,*,*,*,*,*,*,5,45.5,2,18.2,3,27.3,1,9.1,0,0,20,42.6,*,*,22,45.8,4,36.4
1819,58,0131,Students with Disabilities,Subgroups,13,19.7,24,36.4,23,34.8,5,7.6,1,1.5,16,24.2,12,18.2,17,25.8,16,24.2,5,7.6,*,*,*,*,*,*,*,*,*,*,7,31.8,8,36.4,4,18.2,2,9.1,1,4.5,29,43.9,*,*,38,57.6,7,31.8
1819,58,0141,Students with Disabilities,Subgroups,62,52.1,42,35.3,11,9.2,3,2.5,1,0.8,52,44.1,26,22,25,21.2,12,10.2,3,2.5,6,21.4,6,21.4,13,46.4,1,3.6,2,7.1,13,46.4,10,35.7,3,10.7,1,3.6,1,3.6,15,12.6,16,57.1,40,33.9,5,17.9
1819,58,0171,Students with Disabilities,Subgroups,19,26.4,20,27.8,23,31.9,7,9.7,3,4.2,12,16.9,13,18.3,24,33.8,12,16.9,10,14.1,*,*,*,*,*,*,*,*,*,*,5,21.7,7,30.4,7,30.4,4,17.4,0,0,33,45.8,*,*,46,64.8,11,47.8
1819,58,0181,Students with Disabilities,Subgroups,81,54.4,42,28.2,17,11.4,8,5.4,1,0.7,55,53.9,15,14.7,25,24.5,5,4.9,2,2,12,33.3,10,27.8,9,25,2,5.6,3,8.3,12,16,34,45.3,25,33.3,2,2.7,2,2.7,26,17.4,14,38.9,32,31.4,29,38.7
1819,58,0191,Students with Disabilities,Subgroups,14,32.6,11,25.6,10,23.3,6,14,2,4.7,14,32.6,10,23.3,9,20.9,7,16.3,3,7,*,*,*,*,*,*,*,*,*,*,7,53.8,3,23.1,3,23.1,0,0,0,0,18,41.9,*,*,19,44.2,3,23.1
1819,58,0201,Students with Disabilities,Subgroups,39,48.8,25,31.3,11,13.8,4,5,1,1.3,31,39.7,22,28.2,17,21.8,8,10.3,0,0,*,*,*,*,*,*,*,*,*,*,12,57.1,3,14.3,2,9.5,3,14.3,1,4.8,16,20,*,*,25,32.1,6,28.6
1819,58,0211,Students with Disabilities,Subgroups,6,12.2,16,32.7,22,44.9,5,10.2,0,0,7,14.6,11,22.9,16,33.3,10,20.8,4,8.3,*,*,*,*,*,*,*,*,*,*,2,8.7,5,21.7,9,39.1,6,26.1,1,4.3,27,55.1,*,*,30,62.5,16,69.6
1819,58,0221,Students with Disabilities,Subgroups,52,40.3,35,27.1,28,21.7,14,10.9,0,0,52,48.6,25,23.4,22,20.6,5,4.7,3,2.8,5,11.6,14,32.6,15,34.9,3,7,6,14,8,14.5,22,40,15,27.3,4,7.3,6,10.9,42,32.6,24,55.8,30,28,25,45.5
1819,58,0261,Students with Disabilities,Subgroups,43,48.3,27,30.3,12,13.5,7,7.9,0,0,38,43.2,25,28.4,17,19.3,6,6.8,2,2.3,*,*,*,*,*,*,*,*,*,*,18,72,4,16,3,12,0,0,0,0,19,21.3,*,*,25,28.4,3,12
1819,58,0271,Students with Disabilities,Subgroups,18,26.5,24,35.3,16,23.5,7,10.3,3,4.4,22,31.4,16,22.9,18,25.7,8,11.4,6,8.6,*,*,*,*,*,*,*,*,*,*,5,20,10,40,7,28,2,8,1,4,26,38.2,*,*,32,45.7,10,40
1819,58,0291,Students with Disabilities,Subgroups,30,42.3,28,39.4,10,14.1,2,2.8,1,1.4,37,52.1,13,18.3,16,22.5,5,7,0,0,*,*,*,*,*,*,*,*,*,*,11,61.1,4,22.2,2,11.1,1,5.6,0,0,13,18.3,*,*,21,29.6,3,16.7
1819,58,0293,Students with Disabilities,Subgroups,38,35.5,41,38.3,16,15,12,11.2,0,0,45,40.2,39,34.8,22,19.6,5,4.5,1,0.9,2,12.5,6,37.5,6,37.5,2,12.5,0,0,12,29.3,18,43.9,9,22,2,4.9,0,0,28,26.2,8,50,28,25,11,26.8
1819,58,0301,Students with Disabilities,Subgroups,19,21.1,25,27.8,30,33.3,13,14.4,3,3.3,13,14.4,12,13.3,34,37.8,23,25.6,8,8.9,*,*,*,*,*,*,*,*,*,*,7,25,6,21.4,7,25,5,17.9,3,10.7,46,51.1,*,*,65,72.2,15,53.6
1819,58,0381,Students with Disabilities,Subgroups,16,27.1,25,42.4,13,22,5,8.5,0,0,18,31.6,18,31.6,16,28.1,5,8.8,0,0,*,*,*,*,*,*,*,*,*,*,6,37.5,7,43.8,3,18.8,0,0,0,0,18,30.5,*,*,21,36.8,3,18.8
1819,58,0451,Students with Disabilities,Subgroups,60,51.3,35,29.9,16,13.7,5,4.3,1,0.9,38,33.6,27,23.9,24,21.2,19,16.8,5,4.4,11,25.6,8,18.6,12,27.9,10,23.3,2,4.7,19,42.2,15,33.3,7,15.6,3,6.7,1,2.2,22,18.8,24,55.8,48,42.5,11,24.4
1819,58,0461,Students with Disabilities,Subgroups,27,29,38,40.9,18,19.4,10,10.8,0,0,28,30.1,26,28,21,22.6,18,19.4,0,0,*,*,*,*,*,*,*,*,*,*,10,28.6,10,28.6,9,25.7,6,17.1,0,0,28,30.1,*,*,39,41.9,15,42.9
1819,58,0471,Students with Disabilities,Subgroups,11,30.6,15,41.7,7,19.4,2,5.6,1,2.8,5,13.9,9,25,15,41.7,4,11.1,3,8.3,*,*,*,*,*,*,*,*,*,*,4,36.4,3,27.3,4,36.4,0,0,0,0,10,27.8,*,*,22,61.1,4,36.4
1819,58,0491,Students with Disabilities,Subgroups,12,28.6,9,21.4,15,35.7,4,9.5,2,4.8,16,36.4,6,13.6,14,31.8,4,9.1,4,9.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,21,50,*,*,22,50,*,*
1819,58,0501,Students with Disabilities,Subgroups,52,59.8,24,27.6,11,12.6,0,0,0,0,56,65.9,15,17.6,8,9.4,6,7.1,0,0,*,*,*,*,*,*,*,*,*,*,15,78.9,4,21.1,0,0,0,0,0,0,11,12.6,*,*,14,16.5,0,0
1819,58,1211,Students with Disabilities,Subgroups,49,36,41,30.1,23,16.9,19,14,4,2.9,43,30.9,21,15.1,39,28.1,29,20.9,7,5,1,4.8,0,0,8,38.1,6,28.6,6,28.6,12,27.9,12,27.9,10,23.3,6,14,3,7,46,33.8,20,95.2,75,54,19,44.2
1819,58,1231,Students with Disabilities,Subgroups,8,16.7,23,47.9,9,18.8,6,12.5,2,4.2,15,31.3,8,16.7,14,29.2,8,16.7,3,6.3,*,*,*,*,*,*,*,*,*,*,6,60,4,40,0,0,0,0,0,0,17,35.4,*,*,25,52.1,0,0
1819,58,1241,Students with Disabilities,Subgroups,20,29.9,29,43.3,13,19.4,3,4.5,2,3,20,29.4,14,20.6,20,29.4,8,11.8,6,8.8,*,*,*,*,*,*,*,*,*,*,12,54.5,7,31.8,2,9.1,0,0,1,4.5,18,26.9,*,*,34,50,3,13.6
1819,58,1251,Students with Disabilities,Subgroups,82,50.3,43,26.4,19,11.7,17,10.4,2,1.2,60,56.1,19,17.8,25,23.4,3,2.8,0,0,20,35.7,16,28.6,14,25,4,7.1,2,3.6,20,29.9,23,34.3,21,31.3,1,1.5,2,3,38,23.3,20,35.7,28,26.2,24,35.8
1819,58,1261,Students with Disabilities,Subgroups,68,49.3,40,29,17,12.3,13,9.4,0,0,56,40.3,37,26.6,29,20.9,16,11.5,1,0.7,11,25,15,34.1,9,20.5,8,18.2,1,2.3,19,40.4,17,36.2,7,14.9,4,8.5,0,0,30,21.7,18,40.9,46,33.1,11,23.4
1819,58,1271,Students with Disabilities,Subgroups,19,30.6,26,41.9,11,17.7,5,8.1,1,1.6,22,35.5,15,24.2,14,22.6,8,12.9,3,4.8,*,*,*,*,*,*,*,*,*,*,6,31.6,8,42.1,4,21.1,0,0,1,5.3,17,27.4,*,*,25,40.3,5,26.3
1819,58,1282,Students with Disabilities,Subgroups,12,17.9,25,37.3,16,23.9,13,19.4,1,1.5,16,23.5,14,20.6,18,26.5,17,25,3,4.4,*,*,*,*,*,*,*,*,*,*,8,36.4,4,18.2,9,40.9,1,4.5,0,0,30,44.8,*,*,38,55.9,10,45.5
1819,58,1291,Students with Disabilities,Subgroups,76,56.7,35,26.1,17,12.7,6,4.5,0,0,69,51.1,33,24.4,23,17,7,5.2,3,2.2,9,23.7,7,18.4,14,36.8,5,13.2,3,7.9,17,45.9,14,37.8,4,10.8,1,2.7,1,2.7,23,17.2,22,57.9,33,24.4,6,16.2
1819,58,1341,Students with Disabilities,Subgroups,23,29.5,29,37.2,19,24.4,7,9,0,0,16,20.8,23,29.9,26,33.8,10,13,2,2.6,*,*,*,*,*,*,*,*,*,*,7,29.2,9,37.5,5,20.8,3,12.5,0,0,26,33.3,*,*,38,49.4,8,33.3
1819,58,1391,Students with Disabilities,Subgroups,0,0,2,16.7,4,33.3,6,50,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,10,83.3,*,*,*,*,*,*
1819,58,0000,Native Hawaiian/Other Pacific Islander,Race,4,14.3,5,17.9,9,32.1,6,21.4,4,14.3,5,17.9,1,3.6,10,35.7,5,17.9,7,25,*,*,*,*,*,*,*,*,*,*,2,15.4,4,30.8,5,38.5,1,7.7,1,7.7,19,67.9,*,*,22,78.6,7,53.8
1819,58,0012,Native Hawaiian/Other Pacific Islander,Race,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1819,58,0021,Native Hawaiian/Other Pacific Islander,Race,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1819,58,0051,Native Hawaiian/Other Pacific Islander,Race,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1819,58,0102,Native Hawaiian/Other Pacific Islander,Race,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1819,58,0103,Native Hawaiian/Other Pacific Islander,Race,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
